no,output1,output2
1,0.04406642729190891,0.9572912215588616
2,0.031286744711993456,0.9691014142184636
3,0.025941624642265106,0.9742238529395826
4,0.022855257052961653,0.977223300145713
5,0.020797448296415836,0.9792383882536029
6,0.01930732201968543,0.980704635021677
7,0.018168671521656726,0.9818288212645565
8,0.01726505204108651,0.9827232047411812
9,0.016527542887411983,0.9834546074998292
